EMAIL_INTERACTION_ID,CUSTOMER_ID,TIER,EMAIL_DATE,DELIVERY_STATUS,OPENED_FLAG,CLICKED_FLAG,REPLY_RECEIVED,REACH_BACK,EMAIL_TYPE,SUBJECT_CATEGORY
EML000071,2070064875,tier_1,2025-04-05,Delivered,true,false,false,false,Promo,Offer
EML000072,2070064875,tier_1,2025-03-26,Delivered,false,false,false,false,Promo,Generic
EML000073,2070064875,tier_1,2025-05-06,Delivered,true,true,false,false,Promo,Awareness
EML000074,5507922524,tier_1,2025-05-08,Delivered,true,false,false,false,Education,Offer
EML000075,5507922524,tier_1,2025-12-09,Delivered,false,false,false,false,Reminder,Offer
EML000076,5507922524,tier_1,2025-07-01,Delivered,true,false,false,false,Promo,Offer
EML000077,5507922524,tier_1,2025-08-12,Delivered,false,false,false,false,Follow-up,Product
EML000078,5507922524,tier_1,2025-11-08,Delivered,false,false,false,false,Follow-up,Generic
EML000079,5507922524,tier_1,2025-09-25,Delivered,false,false,false,false,Follow-up,Awareness
EML000080,5507922524,tier_1,2025-12-27,Delivered,false,false,false,false,Follow-up,Awareness
EML000081,5507922524,tier_1,2025-07-27,Delivered,true,false,false,false,Reminder,Offer
EML000082,5507922524,tier_1,2025-10-07,Delivered,true,true,true,false,Promo,Product
EML000083,5507922524,tier_1,2025-09-16,Delivered,false,false,false,false,Follow-up,Offer
EML000084,5507922524,tier_1,2025-10-27,Delivered,false,false,false,false,Education,Offer
EML000085,3021521990,tier_1,2025-08-16,Delivered,false,false,false,false,Follow-up,Offer
EML000086,3021521990,tier_1,2025-08-18,Delivered,false,false,false,false,Education,Generic
EML000087,3021521990,tier_1,2025-10-13,Delivered,true,false,false,false,Reminder,Awareness
EML000088,3021521990,tier_1,2025-11-06,Delivered,false,false,false,false,Promo,Offer
EML000089,3021521990,tier_1,2025-09-23,Delivered,true,false,false,false,Education,Awareness
EML000090,3021521990,tier_1,2025-02-14,Delivered,false,false,false,false,Reminder,Offer
EML000091,3021521990,tier_1,2025-03-21,Delivered,false,false,false,false,Education,Generic
EML000092,3021521990,tier_1,2025-02-11,Delivered,true,false,false,false,Reminder,Product
EML000093,3021521990,tier_1,2025-08-02,Delivered,false,false,false,false,Education,Generic
EML000094,2358007738,tier_3,2025-11-01,Delivered,true,true,false,false,Follow-up,Awareness
EML000095,2358007738,tier_3,2025-06-01,Delivered,false,false,false,false,Reminder,Offer
EML000096,2358007738,tier_3,2025-05-04,Bounced,false,false,false,false,Promo,Product
EML000097,2358007738,tier_3,2025-03-10,Delivered,true,false,false,false,Education,Awareness
EML000098,2358007738,tier_3,2025-10-13,Delivered,false,false,false,false,Promo,Offer
EML000099,2358007738,tier_3,2025-09-20,Delivered,false,false,false,false,Follow-up,Awareness
EML000100,2358007738,tier_3,2025-02-19,Delivered,true,false,false,false,Follow-up,Offer
EML000101,9694197193,unidentified,2025-12-19,Delivered,false,false,false,false,Follow-up,Product
EML000102,5059053993,tier_1,2025-04-02,Delivered,false,false,false,false,Reminder,Generic
EML000103,5059053993,tier_1,2025-04-18,Delivered,true,false,false,false,Education,Product
EML000104,5059053993,tier_1,2025-05-01,Delivered,false,false,false,false,Follow-up,Generic
EML000105,5059053993,tier_1,2025-05-08,Delivered,true,true,false,false,Promo,Product
EML000106,5059053993,tier_1,2025-07-15,Delivered,false,false,false,false,Education,Awareness
EML000107,5059053993,tier_1,2025-10-21,Delivered,true,false,false,false,Reminder,Awareness
EML000108,5059053993,tier_1,2025-09-05,Delivered,true,false,false,false,Follow-up,Awareness
EML000109,5059053993,tier_1,2025-12-21,Delivered,false,false,false,false,Follow-up,Offer
EML000110,5059053993,tier_1,2025-03-02,Delivered,false,false,false,false,Follow-up,Generic
EML000111,5059053993,tier_1,2025-03-22,Delivered,true,false,false,true,Promo,Awareness
EML000112,1622787981,tier_2,2025-07-23,Delivered,true,false,false,false,Promo,Product
EML000113,1622787981,tier_2,2025-12-22,Delivered,true,false,false,false,Reminder,Awareness
EML000114,1622787981,tier_2,2025-10-20,Delivered,true,false,false,false,Education,Generic
EML000115,1622787981,tier_2,2025-01-01,Delivered,true,false,false,false,Education,Generic
EML000116,1622787981,tier_2,2025-03-09,Delivered,false,false,false,false,Education,Awareness
EML000117,1622787981,tier_2,2025-06-07,Delivered,true,false,false,false,Promo,Product
EML000118,1622787981,tier_2,2025-07-21,Delivered,true,true,false,true,Follow-up,Generic
EML000119,1622787981,tier_2,2025-05-25,Delivered,true,false,false,false,Education,Generic
EML000120,1622787981,tier_2,2025-12-06,Delivered,true,false,false,false,Reminder,Offer
EML000121,7499455347,tier_1,2025-02-18,Delivered,false,false,false,false,Education,Product
EML000122,7499455347,tier_1,2025-09-07,Delivered,false,false,false,false,Reminder,Offer
EML000123,7499455347,tier_1,2025-01-17,Delivered,true,false,false,false,Promo,Offer
EML000124,7499455347,tier_1,2025-06-11,Delivered,false,false,false,false,Education,Awareness
EML000125,7499455347,tier_1,2025-02-21,Delivered,true,false,false,false,Promo,Product
EML000126,7499455347,tier_1,2025-11-28,Delivered,true,false,false,false,Education,Offer
EML000127,7499455347,tier_1,2025-07-14,Delivered,true,false,false,false,Reminder,Generic
EML000128,7499455347,tier_1,2025-02-14,Delivered,true,false,false,false,Follow-up,Generic
EML000129,7499455347,tier_1,2025-05-04,Bounced,false,false,false,false,Education,Product
EML000130,7499455347,tier_1,2025-04-06,Delivered,false,false,false,false,Education,Offer
EML000131,7499455347,tier_1,2025-03-10,Delivered,true,false,false,false,Promo,Offer
EML000132,7499455347,tier_1,2025-06-12,Delivered,true,false,false,false,Education,Generic
EML000133,3737836964,tier_2,2025-03-09,Delivered,false,false,false,false,Reminder,Generic
EML000134,3737836964,tier_2,2025-01-17,Delivered,false,false,false,false,Follow-up,Product
EML000135,3737836964,tier_2,2025-10-18,Delivered,false,false,false,false,Follow-up,Product
EML000136,3737836964,tier_2,2025-04-23,Delivered,true,false,false,true,Promo,Offer
EML000137,3737836964,tier_2,2025-07-10,Delivered,false,false,false,false,Reminder,Product
EML000138,3737836964,tier_2,2025-06-20,Delivered,false,false,false,false,Reminder,Offer
EML000139,3737836964,tier_2,2025-06-17,Delivered,false,false,false,false,Reminder,Generic
EML000140,3737836964,tier_2,2025-02-02,Delivered,false,false,false,false,Education,Generic
EML000141,4827786618,unidentified,2025-07-11,Delivered,false,false,false,false,Follow-up,Product
EML000142,4827786618,unidentified,2025-08-14,Bounced,false,false,false,false,Education,Offer
EML000143,8607586629,tier_3,2025-06-17,Delivered,false,false,false,false,Follow-up,Generic
EML000144,8607586629,tier_3,2025-01-20,Delivered,true,false,false,false,Education,Awareness
EML000145,8607586629,tier_3,2025-03-23,Delivered,true,false,false,false,Education,Product
EML000146,8607586629,tier_3,2025-09-06,Delivered,false,false,false,false,Promo,Offer
EML000147,8607586629,tier_3,2025-06-02,Delivered,false,false,false,false,Follow-up,Offer
EML000148,8607586629,tier_3,2025-01-22,Delivered,false,false,false,false,Promo,Awareness
EML000149,4239417795,unidentified,2025-07-16,Delivered,false,false,false,false,Follow-up,Product
EML000150,4239417795,unidentified,2025-04-22,Delivered,true,false,false,false,Education,Awareness
EML000151,2288668956,tier_2,2025-06-16,Delivered,false,false,false,false,Education,Offer
EML000152,2288668956,tier_2,2025-08-22,Delivered,false,false,false,false,Education,Generic
EML000153,2288668956,tier_2,2025-10-03,Delivered,false,false,false,false,Follow-up,Product
EML000154,2288668956,tier_2,2025-02-07,Delivered,true,false,true,false,Education,Offer
EML000155,2288668956,tier_2,2025-09-11,Delivered,false,false,false,false,Education,Generic
EML000156,2288668956,tier_2,2025-09-22,Delivered,true,true,false,false,Follow-up,Offer
EML000157,2288668956,tier_2,2025-01-03,Delivered,true,false,false,false,Education,Generic
EML000158,2288668956,tier_2,2025-12-29,Delivered,true,false,false,false,Follow-up,Product
EML000159,2288668956,tier_2,2025-12-20,Delivered,true,false,false,false,Reminder,Awareness
EML000160,2213276081,unidentified,2025-07-26,Delivered,true,false,true,false,Follow-up,Awareness
EML000161,2213276081,unidentified,2025-09-18,Delivered,false,false,false,false,Promo,Generic
EML000162,7448306475,tier_1,2025-03-26,Bounced,false,false,false,false,Promo,Generic
EML000163,7448306475,tier_1,2025-04-06,Delivered,false,false,false,false,Reminder,Awareness
EML000164,7448306475,tier_1,2025-06-17,Delivered,false,false,false,false,Follow-up,Generic
EML000165,7448306475,tier_1,2025-10-30,Delivered,false,false,false,false,Promo,Product
EML000166,7448306475,tier_1,2025-07-11,Delivered,false,false,false,false,Reminder,Product
EML000167,7448306475,tier_1,2025-08-05,Delivered,false,false,false,false,Promo,Generic
EML000168,7448306475,tier_1,2025-10-03,Delivered,false,false,false,false,Education,Generic
EML000169,7448306475,tier_1,2025-06-16,Delivered,true,true,true,false,Follow-up,Offer
EML000170,7448306475,tier_1,2025-10-06,Delivered,false,false,false,false,Promo,Awareness
EML000171,7448306475,tier_1,2025-11-29,Delivered,false,false,false,false,Education,Awareness
EML000172,2357366588,tier_1,2025-01-22,Delivered,true,false,true,false,Education,Generic
EML000173,2357366588,tier_1,2025-11-13,Bounced,false,false,false,false,Education,Awareness
EML000174,2357366588,tier_1,2025-03-27,Delivered,false,false,false,false,Reminder,Offer
EML000175,2357366588,tier_1,2025-03-23,Delivered,true,false,false,false,Promo,Offer
EML000176,2357366588,tier_1,2025-10-03,Bounced,false,false,false,false,Education,Awareness
EML000177,2357366588,tier_1,2025-11-21,Delivered,false,false,false,false,Reminder,Offer
EML000178,2357366588,tier_1,2025-11-17,Delivered,true,false,false,false,Follow-up,Generic
EML000179,2357366588,tier_1,2025-11-19,Delivered,true,true,false,false,Promo,Product
EML000180,2357366588,tier_1,2025-03-02,Delivered,false,false,false,false,Education,Awareness
EML000181,2357366588,tier_1,2025-11-21,Delivered,true,false,false,false,Follow-up,Awareness
EML000182,2357366588,tier_1,2025-11-20,Delivered,false,false,false,false,Reminder,Generic
EML000183,2357366588,tier_1,2025-11-26,Delivered,false,false,false,false,Promo,Offer
EML000184,7404053771,tier_3,2025-09-12,Delivered,false,false,false,false,Education,Offer
EML000185,7404053771,tier_3,2025-10-30,Bounced,false,false,false,false,Education,Generic
EML000186,7404053771,tier_3,2025-04-15,Delivered,false,false,false,false,Follow-up,Offer
EML000187,7404053771,tier_3,2025-09-06,Delivered,false,false,false,false,Promo,Product
EML000188,7404053771,tier_3,2025-02-07,Delivered,false,false,false,false,Follow-up,Generic
EML000189,7404053771,tier_3,2025-03-04,Delivered,false,false,false,false,Follow-up,Product
EML000190,7404053771,tier_3,2025-09-24,Delivered,false,false,false,false,Follow-up,Awareness
EML000191,4052925865,unidentified,2025-05-04,Delivered,true,false,false,false,Follow-up,Product
EML000192,4052925865,unidentified,2025-04-25,Delivered,false,false,false,false,Reminder,Awareness
EML000193,9261778446,unidentified,2025-08-30,Delivered,false,false,false,false,Follow-up,Offer
EML000194,2905047459,tier_2,2025-01-02,Delivered,false,false,false,false,Promo,Awareness
EML000195,2905047459,tier_2,2025-03-27,Delivered,false,false,false,false,Follow-up,Generic
EML000196,2905047459,tier_2,2025-03-15,Delivered,false,false,false,false,Reminder,Awareness
EML000197,2905047459,tier_2,2025-01-18,Delivered,false,false,false,false,Education,Offer
EML000198,2905047459,tier_2,2025-04-19,Delivered,true,false,false,false,Promo,Awareness
EML000199,2905047459,tier_2,2025-05-27,Delivered,false,false,false,false,Reminder,Awareness
EML000200,2905047459,tier_2,2025-06-07,Delivered,true,false,false,true,Reminder,Generic
EML000201,2905047459,tier_2,2025-02-13,Delivered,false,false,false,false,Promo,Offer
EML000202,3194087935,tier_3,2025-03-04,Delivered,false,false,false,false,Reminder,Generic
EML000203,3194087935,tier_3,2025-01-20,Delivered,false,false,false,false,Reminder,Generic
EML000204,3194087935,tier_3,2025-06-22,Delivered,false,false,false,false,Reminder,Product
EML000205,3194087935,tier_3,2025-04-28,Delivered,false,false,false,false,Education,Generic
EML000206,3194087935,tier_3,2025-09-16,Delivered,true,false,false,false,Reminder,Offer
EML000207,3194087935,tier_3,2025-03-31,Delivered,false,false,false,false,Follow-up,Generic
EML000208,5151899922,tier_2,2025-07-25,Delivered,false,false,false,false,Education,Generic
EML000209,5151899922,tier_2,2025-07-23,Delivered,true,false,false,true,Follow-up,Awareness
EML000210,5151899922,tier_2,2025-06-05,Delivered,true,false,false,false,Reminder,Offer
EML000211,5151899922,tier_2,2025-01-09,Bounced,false,false,false,false,Follow-up,Generic
EML000212,5151899922,tier_2,2025-04-01,Delivered,false,false,false,false,Reminder,Awareness
EML000213,5151899922,tier_2,2025-05-01,Bounced,false,false,false,false,Promo,Offer
EML000214,5151899922,tier_2,2025-05-19,Delivered,false,false,false,false,Promo,Product
EML000215,9598964222,tier_2,2025-02-14,Delivered,false,false,false,false,Education,Generic
EML000216,9598964222,tier_2,2025-12-09,Delivered,false,false,false,false,Education,Product
EML000217,9598964222,tier_2,2025-09-28,Delivered,false,false,false,false,Promo,Generic
EML000218,9598964222,tier_2,2025-09-01,Delivered,false,false,false,false,Promo,Offer
EML000219,9598964222,tier_2,2025-09-02,Delivered,false,false,false,false,Education,Offer
EML000220,9598964222,tier_2,2025-07-13,Delivered,true,false,false,false,Promo,Generic
EML000221,9598964222,tier_2,2025-07-31,Delivered,false,false,false,false,Promo,Offer
EML000222,5636758189,tier_3,2025-05-05,Delivered,false,false,false,false,Promo,Offer
EML000223,5636758189,tier_3,2025-09-10,Delivered,false,false,false,false,Promo,Offer
EML000224,5636758189,tier_3,2025-02-03,Delivered,false,false,false,false,Education,Awareness
EML000225,5636758189,tier_3,2025-10-03,Delivered,false,false,false,false,Reminder,Product
EML000226,5636758189,tier_3,2025-01-23,Delivered,true,false,false,true,Reminder,Generic
EML000227,5636758189,tier_3,2025-04-14,Delivered,false,false,false,false,Reminder,Product
EML000228,1987851329,tier_1,2025-07-13,Delivered,false,false,false,false,Follow-up,Awareness
EML000229,1987851329,tier_1,2025-11-06,Delivered,false,false,false,false,Promo,Awareness
EML000230,1987851329,tier_1,2025-09-19,Delivered,true,false,false,false,Promo,Product
EML000231,1987851329,tier_1,2025-09-03,Delivered,true,false,false,false,Promo,Generic
EML000232,1987851329,tier_1,2025-08-22,Delivered,false,false,false,false,Follow-up,Awareness
EML000233,1987851329,tier_1,2025-05-27,Delivered,true,true,false,false,Education,Offer
EML000234,1987851329,tier_1,2025-04-11,Delivered,false,false,false,false,Education,Product
EML000235,1987851329,tier_1,2025-08-14,Delivered,false,false,false,false,Reminder,Generic
EML000236,1055120323,unidentified,2025-08-25,Delivered,false,false,false,false,Follow-up,Offer
EML000237,1055120323,unidentified,2025-11-11,Delivered,false,false,false,false,Reminder,Offer
EML000238,1055120323,unidentified,2025-04-19,Delivered,false,false,false,false,Promo,Generic
EML000239,2311903509,unidentified,2025-05-06,Delivered,true,false,false,true,Promo,Offer
EML000240,2311903509,unidentified,2025-09-23,Delivered,false,false,false,false,Promo,Generic
EML000241,2311903509,unidentified,2025-06-12,Delivered,false,false,false,false,Education,Generic
EML000242,8205716280,tier_3,2025-11-09,Delivered,false,false,false,false,Follow-up,Product
EML000243,8205716280,tier_3,2025-01-05,Delivered,false,false,false,false,Follow-up,Product
EML000244,8205716280,tier_3,2025-12-11,Delivered,false,false,false,false,Education,Offer
EML000245,8205716280,tier_3,2025-12-11,Delivered,true,false,false,false,Reminder,Offer
EML000246,4438569573,tier_2,2025-05-29,Delivered,false,false,false,false,Follow-up,Offer
EML000247,4438569573,tier_2,2025-08-07,Delivered,false,false,false,false,Education,Product
EML000248,4438569573,tier_2,2025-01-12,Delivered,false,false,false,false,Follow-up,Offer
EML000249,4438569573,tier_2,2025-11-10,Delivered,true,false,false,false,Education,Product
EML000250,4438569573,tier_2,2025-04-12,Delivered,false,false,false,false,Follow-up,Awareness
EML000251,4438569573,tier_2,2025-10-26,Delivered,true,false,false,false,Follow-up,Offer
EML000252,4343881798,tier_1,2025-06-14,Delivered,false,false,false,false,Reminder,Awareness
EML000253,4343881798,tier_1,2025-04-13,Delivered,false,false,false,false,Promo,Generic
EML000254,4343881798,tier_1,2025-06-20,Delivered,false,false,false,false,Reminder,Generic
EML000255,4343881798,tier_1,2025-02-14,Delivered,true,false,false,false,Promo,Offer
EML000256,4343881798,tier_1,2025-06-16,Delivered,true,false,false,true,Education,Awareness
EML000257,4343881798,tier_1,2025-07-26,Delivered,false,false,false,false,Education,Awareness
EML000258,4343881798,tier_1,2025-08-29,Delivered,true,true,false,false,Promo,Product
EML000259,4343881798,tier_1,2025-04-09,Delivered,false,false,false,false,Follow-up,Awareness
EML000260,4680381864,unidentified,2025-07-04,Delivered,false,false,false,false,Education,Offer
EML000261,9935056799,tier_2,2025-07-16,Delivered,false,false,false,false,Promo,Generic
EML000262,9935056799,tier_2,2025-02-23,Delivered,true,false,false,false,Follow-up,Generic
EML000263,9935056799,tier_2,2025-03-10,Delivered,true,false,false,false,Follow-up,Product
EML000264,9935056799,tier_2,2025-02-16,Delivered,false,false,false,false,Reminder,Offer
EML000265,9935056799,tier_2,2025-08-10,Delivered,false,false,false,false,Reminder,Offer
EML000266,9935056799,tier_2,2025-04-21,Delivered,false,false,false,false,Promo,Awareness
EML000267,9935056799,tier_2,2025-12-28,Delivered,true,false,false,false,Reminder,Awareness
EML000268,9935056799,tier_2,2025-06-29,Delivered,false,false,false,false,Reminder,Generic
EML000269,8684855363,unidentified,2025-08-14,Delivered,true,false,false,false,Promo,Awareness
EML000270,8684855363,unidentified,2025-02-27,Bounced,false,false,false,false,Follow-up,Product
EML000271,2460488889,tier_3,2025-01-26,Delivered,false,false,false,false,Education,Awareness
EML000272,2460488889,tier_3,2025-10-09,Delivered,false,false,false,false,Education,Offer
EML000273,2460488889,tier_3,2025-08-10,Delivered,false,false,false,false,Education,Awareness
EML000274,2460488889,tier_3,2025-03-04,Delivered,false,false,false,false,Education,Awareness
EML000275,2460488889,tier_3,2025-01-09,Delivered,false,false,false,false,Promo,Generic
EML000276,2460488889,tier_3,2025-01-24,Delivered,false,false,false,false,Reminder,Product
EML000277,8439175254,tier_1,2025-03-14,Delivered,true,true,false,true,Reminder,Product
EML000278,8439175254,tier_1,2025-01-29,Delivered,false,false,false,false,Education,Awareness
EML000279,8439175254,tier_1,2025-06-04,Delivered,false,false,false,false,Promo,Generic
EML000280,8439175254,tier_1,2025-05-22,Delivered,false,false,false,false,Education,Generic
EML000281,8439175254,tier_1,2025-03-20,Delivered,false,false,false,false,Follow-up,Awareness
EML000282,8439175254,tier_1,2025-04-07,Delivered,false,false,false,false,Promo,Awareness
EML000283,8439175254,tier_1,2025-11-26,Delivered,false,false,false,false,Promo,Offer
EML000284,8439175254,tier_1,2025-02-21,Delivered,true,false,false,true,Education,Generic
EML000285,1761088326,tier_1,2025-02-23,Delivered,true,false,false,false,Promo,Offer
EML000286,1761088326,tier_1,2025-12-17,Delivered,true,true,false,true,Promo,Awareness
EML000287,1761088326,tier_1,2025-02-20,Delivered,true,false,false,true,Follow-up,Product
EML000288,1761088326,tier_1,2025-03-04,Delivered,false,false,false,false,Reminder,Offer
EML000289,1761088326,tier_1,2025-01-12,Delivered,false,false,false,false,Education,Product
EML000290,1761088326,tier_1,2025-06-12,Delivered,true,false,false,false,Follow-up,Awareness
EML000291,1761088326,tier_1,2025-08-14,Delivered,false,false,false,false,Follow-up,Offer
EML000292,1761088326,tier_1,2025-09-02,Delivered,false,false,false,false,Education,Awareness
EML000293,1761088326,tier_1,2025-02-10,Delivered,true,false,false,true,Follow-up,Generic
EML000294,3176287509,tier_2,2025-04-18,Bounced,false,false,false,false,Promo,Awareness
EML000295,3176287509,tier_2,2025-05-02,Delivered,true,false,false,false,Promo,Awareness
EML000296,3176287509,tier_2,2025-10-28,Delivered,false,false,false,false,Follow-up,Product
EML000297,3176287509,tier_2,2025-03-02,Delivered,false,false,false,false,Follow-up,Product
EML000298,3176287509,tier_2,2025-07-06,Bounced,false,false,false,false,Promo,Generic
EML000299,3176287509,tier_2,2025-08-21,Delivered,true,false,false,false,Education,Offer
EML000300,3176287509,tier_2,2025-05-03,Delivered,false,false,false,false,Promo,Product
EML000301,3176287509,tier_2,2025-11-17,Delivered,false,false,false,false,Follow-up,Product
EML000302,4010572707,unidentified,2025-04-11,Delivered,false,false,false,false,Promo,Generic
EML000303,4010572707,unidentified,2025-04-19,Delivered,true,false,false,false,Promo,Generic
EML000304,4010572707,unidentified,2025-07-30,Delivered,true,false,false,false,Follow-up,Awareness
EML000305,3020198338,unidentified,2025-04-09,Delivered,false,false,false,false,Reminder,Awareness
EML000306,8851460311,tier_1,2025-11-24,Delivered,true,false,false,false,Education,Generic
EML000307,8851460311,tier_1,2025-05-02,Delivered,false,false,false,false,Reminder,Product
EML000308,8851460311,tier_1,2025-10-21,Delivered,false,false,false,false,Reminder,Product
EML000309,8851460311,tier_1,2025-01-15,Delivered,false,false,false,false,Reminder,Product
EML000310,8851460311,tier_1,2025-08-05,Delivered,true,false,false,false,Education,Product
EML000311,8851460311,tier_1,2025-01-14,Delivered,false,false,false,false,Education,Offer
EML000312,8851460311,tier_1,2025-02-13,Delivered,false,false,false,false,Reminder,Product
EML000313,8851460311,tier_1,2025-12-12,Delivered,false,false,false,false,Promo,Awareness
EML000314,8851460311,tier_1,2025-09-24,Delivered,true,false,false,false,Reminder,Offer
EML000315,8851460311,tier_1,2025-12-09,Delivered,true,false,false,false,Education,Generic
EML000316,8851460311,tier_1,2025-08-13,Delivered,true,false,false,false,Promo,Product
