ID,HCP_ID,HCO_ID,TARGET_TYPE,HCP_TARGET_FLAG,COUNTRY,HCO_TARGET_FLAG,AREA_ID,AREA_NAME,TERRITORY_ID,TERRITORY_NAME,ZIP_CODE
5943877548,QE1K15DI6790,HCO_0069,unidentified,0,USA,0,A01,Area_1,T011,Territory_11,10041
9352266199,48NF0409LH9H,HCO_0010,tier_1,1,USA,1,A06,Area_6,T083,Territory_83,10328
6656532560,698MM05Y53JN,HCO_0014,tier_3,1,USA,1,A15,Area_15,T199,Territory_199,10794
3004147920,D8070UF81MC4,HCO_0056,tier_2,1,USA,1,A10,Area_10,T126,Territory_126,10502
4395046787,FE927EB7M844,HCO_0061,unidentified,0,USA,1,A02,Area_2,T019,Territory_19,10074
8928027274,7E200458QQYB,HCO_0039,tier_2,1,USA,0,A10,Area_10,T135,Territory_135,10537
2437999550,J2Z1B5606DU1,HCO_0049,unidentified,0,USA,0,A04,Area_4,T048,Territory_48,10188
4667084119,Q70617P1PW1C,HCO_0030,tier_1,1,USA,1,A10,Area_10,T130,Territory_130,10517
8649563439,9A26P750O6EG,HCO_0018,tier_3,1,USA,1,A08,Area_8,T107,Territory_107,10427
6092549577,22Y4VF7F4M36,HCO_0018,unidentified,0,USA,1,A02,Area_2,T024,Territory_24,10094
9177465374,Y9G578H75K5Q,HCO_0009,tier_2,1,USA,0,A05,Area_5,T057,Territory_57,10225
4235575905,3104I2VS88YW,HCO_0054,tier_3,1,USA,1,A13,Area_13,T170,Territory_170,10678
2458815975,65912JBY8N4Z,HCO_0038,tier_2,1,USA,1,A07,Area_7,T085,Territory_85,10338
6246280151,874JF59X88QR,HCO_0026,tier_3,1,USA,0,A06,Area_6,T076,Territory_76,10301
3153105983,1IJIG74386V4,HCO_0091,tier_2,1,USA,1,A15,Area_15,T193,Territory_193,10771
9995770534,ND48928P93RH,HCO_0084,unidentified,0,USA,1,A11,Area_11,T144,Territory_144,10572
6435257820,5XI14RV2Z012,HCO_0017,tier_2,1,USA,1,A03,Area_3,T030,Territory_30,10118
2725562547,XHKY0J834363,HCO_0033,tier_1,1,USA,1,A09,Area_9,T115,Territory_115,10457
1151346807,N56PCR28K144,HCO_0068,tier_1,1,USA,0,A13,Area_13,T165,Territory_165,10657
4922282193,VFA15C04914I,HCO_0039,tier_2,1,USA,0,A01,Area_1,T011,Territory_11,10042
2266820161,41994HHQM88L,HCO_0081,tier_2,1,USA,0,A08,Area_8,T098,Territory_98,10388
4884893099,53Z75V70N2LC,HCO_0090,tier_1,1,USA,0,A08,Area_8,T099,Territory_99,10394
8545638057,G3K6E6M5425A,HCO_0017,unidentified,0,USA,1,A11,Area_11,T139,Territory_139,10554
4683919121,6109AR4W0JZ6,HCO_0027,tier_3,1,USA,0,A01,Area_1,T007,Territory_7,10026
4706991445,2601RLB11F8X,HCO_0034,unidentified,0,USA,1,A10,Area_10,T132,Territory_132,10527
5821906836,0D37665PPOG8,HCO_0059,unidentified,0,USA,1,A10,Area_10,T125,Territory_125,10496
5460209167,6CLL1J75N626,HCO_0025,tier_2,1,USA,1,A06,Area_6,T076,Territory_76,10301
7675157435,5O581E1CY0T7,HCO_0055,unidentified,0,USA,0,A06,Area_6,T083,Territory_83,10328
5454408118,TC65J78X5Q20,HCO_0035,tier_1,1,USA,0,A02,Area_2,T025,Territory_25,10097
8581567334,07008C7NDZV8,HCO_0038,tier_3,1,USA,1,A15,Area_15,T198,Territory_198,10788
9561882142,8Z955MP18F4I,HCO_0010,tier_2,1,USA,1,A12,Area_12,T161,Territory_161,10640
8996630846,977ERFD9W742,HCO_0040,tier_2,1,USA,0,A04,Area_4,T054,Territory_54,10213
7640146914,3GXEK727U581,HCO_0029,unidentified,0,USA,1,A14,Area_14,T176,Territory_176,10703
9712232512,2J906481RSZP,HCO_0068,tier_2,1,USA,0,A02,Area_2,T027,Territory_27,10105
7241171527,PBL47H216E00,HCO_0032,tier_3,1,USA,0,A11,Area_11,T138,Territory_138,10551
9528932108,6G5T17Y553OT,HCO_0021,tier_3,1,USA,0,A13,Area_13,T166,Territory_166,10660
6210023821,V1EPHX136856,HCO_0045,unidentified,0,USA,1,A15,Area_15,T192,Territory_192,10765
8932511811,7338QF53O5ML,HCO_0011,unidentified,0,USA,1,A01,Area_1,T007,Territory_7,10027
6500999537,0DK0D6R329Q9,HCO_0053,tier_3,1,USA,0,A14,Area_14,T184,Territory_184,10734
7005061360,2617900LNMWN,HCO_0066,tier_1,1,USA,0,A01,Area_1,T010,Territory_10,10036
5342452228,9FQ791BU063I,HCO_0025,tier_1,1,USA,1,A02,Area_2,T019,Territory_19,10072
7525068035,KHW9294O8A84,HCO_0006,tier_2,1,USA,0,A04,Area_4,T046,Territory_46,10182
5441050784,97KN0EM59L20,HCO_0038,tier_2,1,USA,1,A11,Area_11,T143,Territory_143,10568
1061594189,C4K71839P9WH,HCO_0058,tier_1,1,USA,1,A11,Area_11,T148,Territory_148,10589
6885909797,0292W6IM3EM6,HCO_0032,tier_2,1,USA,0,A05,Area_5,T067,Territory_67,10267
7420465672,8M763I32ERR2,HCO_0090,tier_2,1,USA,0,A08,Area_8,T100,Territory_100,10399
4264663950,A5V3CB65408R,HCO_0019,tier_3,1,USA,0,A13,Area_13,T162,Territory_162,10647
5313838800,93T7713DL3HJ,HCO_0037,tier_3,1,USA,1,A09,Area_9,T111,Territory_111,10442
5649806601,W78P239MT59U,HCO_0029,unidentified,0,USA,1,A01,Area_1,T005,Territory_5,10019
3686130148,15HW4N2IL858,HCO_0058,tier_3,1,USA,1,A13,Area_13,T173,Territory_173,10688
2857394780,600T4921GDKM,HCO_0010,tier_2,1,USA,1,A11,Area_11,T137,Territory_137,10544
6679626421,6K715D89F0FR,HCO_0013,tier_3,1,USA,0,A13,Area_13,T165,Territory_165,10656
4743880301,4Q7U65ES644R,HCO_0041,tier_2,1,USA,1,A15,Area_15,T194,Territory_194,10772
3954719068,E44VE723SY79,HCO_0016,tier_3,1,USA,1,A14,Area_14,T180,Territory_180,10716
4252905730,Y2G37J5M412G,HCO_0081,tier_2,1,USA,0,A07,Area_7,T092,Territory_92,10364
7578038864,3LS438U177SQ,HCO_0049,tier_2,1,USA,0,A06,Area_6,T075,Territory_75,10298
5536415704,3F0I8770K9MX,HCO_0067,tier_2,1,USA,1,A12,Area_12,T156,Territory_156,10620
4499999536,OS5924CVN144,HCO_0004,tier_2,1,USA,1,A06,Area_6,T073,Territory_73,10291
2536157261,P04J9JPH6417,HCO_0036,tier_1,1,USA,0,A08,Area_8,T098,Territory_98,10391
4602952085,J144W4AI61K9,HCO_0026,tier_2,1,USA,0,A13,Area_13,T170,Territory_170,10676
7275836459,7A86384LA7ZN,HCO_0083,tier_1,1,USA,0,A09,Area_9,T122,Territory_122,10485
8247943083,65XP1RH9035Y,HCO_0004,tier_2,1,USA,1,A11,Area_11,T137,Territory_137,10545
2609809660,SV3Y7X4470M1,HCO_0077,tier_3,1,USA,1,A03,Area_3,T035,Territory_35,10139
9488632370,S0XV3459R7V8,HCO_0011,unidentified,0,USA,1,A11,Area_11,T140,Territory_140,10558
2116705211,9142T3EJS74B,HCO_0007,tier_1,1,USA,0,A13,Area_13,T163,Territory_163,10649
3862462466,NL37A5N277J9,HCO_0036,tier_1,1,USA,0,A06,Area_6,T077,Territory_77,10306
8908785202,48BD3939MB4C,HCO_0040,tier_2,1,USA,0,A01,Area_1,T003,Territory_3,10009
6573834918,D6Z12JJ6851S,HCO_0049,tier_3,1,USA,0,A03,Area_3,T032,Territory_32,10124
9001993246,5M2J55H9V30A,HCO_0037,unidentified,0,USA,1,A01,Area_1,T002,Territory_2,10007
1882672780,R133VT908M2F,HCO_0018,tier_3,1,USA,1,A11,Area_11,T138,Territory_138,10548
4747314359,GS95OG91157V,HCO_0040,unidentified,0,USA,0,A06,Area_6,T079,Territory_79,10313
3142658040,RPI03469J3T4,HCO_0090,unidentified,0,USA,0,A15,Area_15,T192,Territory_192,10766
5583453397,A23W2W309G7Z,HCO_0049,unidentified,0,USA,0,A04,Area_4,T055,Territory_55,10219
8438385865,W96W289W26FI,HCO_0041,unidentified,0,USA,1,A13,Area_13,T166,Territory_166,10661
4958915919,O550625K3HUH,HCO_0028,tier_3,1,USA,0,A03,Area_3,T042,Territory_42,10165
9287386583,D2YJ784T1D69,HCO_0038,tier_2,1,USA,1,A05,Area_5,T057,Territory_57,10226
4089422297,14D6GU24P45Y,HCO_0073,tier_3,1,USA,0,A04,Area_4,T050,Territory_50,10196
5945475326,3PBU4S3893H8,HCO_0046,unidentified,0,USA,1,A04,Area_4,T047,Territory_47,10184
9648786260,T07P442D8Q7M,HCO_0058,tier_1,1,USA,1,A15,Area_15,T193,Territory_193,10771
6647902083,U410916GVGZ8,HCO_0040,tier_1,1,USA,0,A13,Area_13,T166,Territory_166,10660
8316687569,F07Z5WQR0281,HCO_0065,tier_2,1,USA,1,A06,Area_6,T075,Territory_75,10296
5040423573,164S7L6QY45G,HCO_0036,tier_3,1,USA,0,A05,Area_5,T065,Territory_65,10256
6525962466,510YW275SD9R,HCO_0002,tier_2,1,USA,1,A04,Area_4,T051,Territory_51,10203
2815901570,41S0FXS8304S,HCO_0035,tier_3,1,USA,0,A07,Area_7,T085,Territory_85,10338
4659153421,VD1H555W604I,HCO_0016,tier_3,1,USA,1,A03,Area_3,T033,Territory_33,10129
2555256154,1C1T81B7K5A1,HCO_0041,tier_3,1,USA,1,A02,Area_2,T026,Territory_26,10102
8250406106,68O5V04V1K8B,HCO_0079,tier_3,1,USA,1,A12,Area_12,T159,Territory_159,10632
9870124537,B88P46KH6F79,HCO_0022,tier_1,1,USA,1,A04,Area_4,T050,Territory_50,10198
5350706871,56B737QZ09FS,HCO_0012,tier_2,1,USA,1,A10,Area_10,T125,Territory_125,10499
2217695616,8UD3PZE67152,HCO_0051,tier_1,1,USA,1,A07,Area_7,T085,Territory_85,10338
1283278253,6OY08E50OD31,HCO_0008,tier_3,1,USA,0,A14,Area_14,T178,Territory_178,10709
3521631192,W12H315PHL88,HCO_0015,tier_3,1,USA,1,A11,Area_11,T145,Territory_145,10578
8305972449,11C05LF9H3T3,HCO_0023,unidentified,0,USA,1,A06,Area_6,T081,Territory_81,10323
8918074018,UVP3264161ZG,HCO_0033,unidentified,0,USA,1,A04,Area_4,T044,Territory_44,10172
5613838667,09KW4RG5373X,HCO_0026,tier_3,1,USA,0,A06,Area_6,T081,Territory_81,10321
8587225836,5B48AZ4Y456Y,HCO_0025,tier_1,1,USA,1,A05,Area_5,T057,Territory_57,10227
6256428187,50AN576CEX77,HCO_0017,tier_3,1,USA,1,A06,Area_6,T071,Territory_71,10282
8575833921,P5817PI89VF2,HCO_0015,unidentified,0,USA,1,A03,Area_3,T035,Territory_35,10138
9797766778,LG2427T0CU60,HCO_0091,tier_1,1,USA,1,A10,Area_10,T123,Territory_123,10491
5365022937,59X0NCR02L65,HCO_0086,unidentified,0,USA,0,A09,Area_9,T115,Territory_115,10458
9240369737,1114WB1Q4KV8,HCO_0003,tier_1,1,USA,1,A15,Area_15,T199,Territory_199,10794
3216426269,89Y68GO3DD68,HCO_0001,tier_1,1,USA,1,A10,Area_10,T125,Territory_125,10496
5759627168,24XHA39O88H0,HCO_0028,tier_1,1,USA,0,A04,Area_4,T045,Territory_45,10176
7428143698,Q32K2H51G08O,HCO_0044,tier_1,1,USA,1,A06,Area_6,T072,Territory_72,10285
8191955660,1L85GH8F960L,HCO_0021,tier_3,1,USA,0,A11,Area_11,T138,Territory_138,10549
6201339137,3S7UM328L8X4,HCO_0001,unidentified,0,USA,1,A05,Area_5,T068,Territory_68,10268
2337281931,8562M400XZHP,HCO_0008,unidentified,0,USA,0,A14,Area_14,T187,Territory_187,10744
8397761845,A9L02C70Y8U1,HCO_0038,unidentified,0,USA,1,A01,Area_1,T005,Territory_5,10016
2553199137,63K024O9H4LQ,HCO_0092,tier_2,1,USA,1,A12,Area_12,T149,Territory_149,10595
3474148577,L5T3Y82J626G,HCO_0047,unidentified,0,USA,1,A15,Area_15,T197,Territory_197,10785
3656994825,C2084T12OMB0,HCO_0062,unidentified,0,USA,0,A01,Area_1,T010,Territory_10,10038
4616321642,464OPT587U0N,HCO_0074,tier_1,1,USA,1,A11,Area_11,T140,Territory_140,10559
3386911560,J759523GGDY8,HCO_0084,unidentified,0,USA,1,A13,Area_13,T168,Territory_168,10669
9334699018,C190EVO8480N,HCO_0060,tier_1,1,USA,0,A07,Area_7,T094,Territory_94,10375
3721507967,890RJ6TP073Z,HCO_0026,unidentified,0,USA,0,A05,Area_5,T058,Territory_58,10230
8955124685,004M7W37WM4T,HCO_0010,tier_1,1,USA,1,A03,Area_3,T035,Territory_35,10139
6923418334,10UXO0D974A5,HCO_0036,tier_1,1,USA,0,A10,Area_10,T129,Territory_129,10512
9516375518,356YL1K00H8E,HCO_0045,tier_1,1,USA,1,A08,Area_8,T102,Territory_102,10406
8852698453,33LG2Y7104QN,HCO_0048,unidentified,0,USA,1,A10,Area_10,T129,Territory_129,10512
7479884762,O9206Q34MV5I,HCO_0062,tier_1,1,USA,0,A13,Area_13,T170,Territory_170,10677
6245103639,285D07R58IAY,HCO_0011,tier_1,1,USA,1,A12,Area_12,T158,Territory_158,10629
4742845308,654M026I9FYZ,HCO_0032,tier_1,1,USA,0,A15,Area_15,T194,Territory_194,10773
1032951690,39DX787Z84GR,HCO_0091,tier_2,1,USA,1,A09,Area_9,T115,Territory_115,10457
6719599608,W842H5ZJ0Q19,HCO_0096,tier_2,1,USA,0,A04,Area_4,T046,Territory_46,10181
4239417795,6H14430B2PAV,HCO_0072,unidentified,0,USA,1,A15,Area_15,T189,Territory_189,10755
4301587409,Q4TG625AZ307,HCO_0016,tier_1,1,USA,1,A07,Area_7,T092,Territory_92,10364
9444225089,6FIE77F956O8,HCO_0025,unidentified,0,USA,1,A05,Area_5,T057,Territory_57,10227
1318024815,3XA77R770I1J,HCO_0035,tier_3,1,USA,0,A05,Area_5,T060,Territory_60,10236
3832542308,4A97VT4G63A0,HCO_0036,tier_2,1,USA,0,A05,Area_5,T068,Territory_68,10270
8414087704,G09C92E9IS07,HCO_0082,tier_3,1,USA,1,A05,Area_5,T060,Territory_60,10236
9226268833,773G9T1S8BK3,HCO_0031,tier_3,1,USA,1,A13,Area_13,T172,Territory_172,10685
9619755238,F154SD94S99S,HCO_0037,tier_1,1,USA,1,A10,Area_10,T133,Territory_133,10530
4668528296,61J28095YVZX,HCO_0050,unidentified,0,USA,0,A08,Area_8,T100,Territory_100,10399
6662676299,ESP80Q37919C,HCO_0092,unidentified,0,USA,1,A09,Area_9,T117,Territory_117,10464
2163628616,90L7VI937OZ5,HCO_0096,unidentified,0,USA,0,A01,Area_1,T011,Territory_11,10042
2719634569,049A912MXY4L,HCO_0062,tier_1,1,USA,0,A02,Area_2,T027,Territory_27,10106
6699344492,118N48QY3I7J,HCO_0049,tier_1,1,USA,0,A15,Area_15,T190,Territory_190,10758
9672631619,89GXXL56347T,HCO_0030,tier_2,1,USA,1,A12,Area_12,T149,Territory_149,10593
1337487360,962YHR3660SP,HCO_0033,tier_1,1,USA,1,A08,Area_8,T097,Territory_97,10387
2475240921,3L258KAI78X6,HCO_0015,tier_2,1,USA,1,A07,Area_7,T094,Territory_94,10372
7354322914,DQ91J30NS174,HCO_0039,unidentified,0,USA,0,A10,Area_10,T133,Territory_133,10530
4170694334,Z5QL144F725D,HCO_0024,tier_1,1,USA,0,A08,Area_8,T097,Territory_97,10385
1091353191,X86X358RY79H,HCO_0020,unidentified,0,USA,0,A10,Area_10,T133,Territory_133,10531
6829304915,H08YGD2N6098,HCO_0011,tier_1,1,USA,1,A07,Area_7,T091,Territory_91,10362
6520065389,P162K8RQ0E76,HCO_0064,tier_3,1,USA,0,A10,Area_10,T125,Territory_125,10499
2700398723,LU246X91J42O,HCO_0021,tier_1,1,USA,0,A12,Area_12,T155,Territory_155,10616
1001620798,90BPT7V1P118,HCO_0051,tier_2,1,USA,1,A10,Area_10,T129,Territory_129,10513
4565716025,B66528SU22DE,HCO_0029,tier_2,1,USA,1,A09,Area_9,T113,Territory_113,10449
2019038860,5I9Z32SK44H5,HCO_0039,unidentified,0,USA,0,A05,Area_5,T059,Territory_59,10232
3918647402,5EB6MXQ99249,HCO_0093,unidentified,0,USA,0,A10,Area_10,T132,Territory_132,10526
3774283012,V288ER4498GW,HCO_0071,unidentified,0,USA,1,A04,Area_4,T055,Territory_55,10217
5258561383,88IA3L7N76D2,HCO_0060,tier_1,1,USA,0,A04,Area_4,T048,Territory_48,10189
5373921079,833QHG92WG37,HCO_0019,tier_3,1,USA,0,A07,Area_7,T093,Territory_93,10368
7055874421,4U8P2301CK0K,HCO_0011,tier_3,1,USA,1,A13,Area_13,T170,Territory_170,10677
2042765119,9713LJ218DVW,HCO_0069,tier_2,1,USA,0,A08,Area_8,T107,Territory_107,10426
9083514915,QK26W302I78Z,HCO_0079,tier_2,1,USA,1,A14,Area_14,T185,Territory_185,10736
4240931721,4G045J774LQB,HCO_0022,tier_2,1,USA,1,A10,Area_10,T124,Territory_124,10495
3106879137,5X2866QEZ05B,HCO_0094,tier_1,1,USA,0,A10,Area_10,T123,Territory_123,10489
2091506808,280W9I6R4M7Q,HCO_0063,tier_1,1,USA,1,A12,Area_12,T152,Territory_152,10605
8194023660,72FMJ54FW854,HCO_0032,unidentified,0,USA,0,A13,Area_13,T166,Territory_166,10663
8563013727,114VRY6240CQ,HCO_0065,unidentified,0,USA,1,A01,Area_1,T006,Territory_6,10021
9317592590,C2B0L11Q21J8,HCO_0007,tier_2,1,USA,0,A01,Area_1,T012,Territory_12,10045
9454217326,2513J20PJ5IE,HCO_0001,tier_1,1,USA,1,A11,Area_11,T147,Territory_147,10585
7161999189,L1695MTQX003,HCO_0024,tier_1,1,USA,0,A03,Area_3,T035,Territory_35,10136
9888835564,OJ81I10U546H,HCO_0002,tier_2,1,USA,1,A11,Area_11,T147,Territory_147,10585
2027226101,149778QDAEX5,HCO_0052,unidentified,0,USA,0,A02,Area_2,T015,Territory_15,10057
1056571781,6E787VYU429W,HCO_0052,tier_1,1,USA,0,A05,Area_5,T067,Territory_67,10265
9968095323,SL1Q8H2653S2,HCO_0002,tier_1,1,USA,1,A10,Area_10,T133,Territory_133,10531
3592346500,3GHNH321563Q,HCO_0095,tier_3,1,USA,1,A12,Area_12,T154,Territory_154,10612
5472884392,24XW3AJ54J57,HCO_0078,unidentified,0,USA,0,A14,Area_14,T185,Territory_185,10738
1400398315,C44GLY58658E,HCO_0005,tier_1,1,USA,1,A02,Area_2,T022,Territory_22,10085
1810374357,3LK955EO070I,HCO_0022,tier_2,1,USA,1,A09,Area_9,T115,Territory_115,10459
6285466805,8B6C8937S4PD,HCO_0020,tier_2,1,USA,0,A10,Area_10,T124,Territory_124,10493
1744230111,J519W3RBD498,HCO_0038,tier_1,1,USA,1,A05,Area_5,T057,Territory_57,10227
5338298332,4V27M53QAU38,HCO_0004,tier_2,1,USA,1,A12,Area_12,T154,Territory_154,10613
6562332971,9CI66446AN5O,HCO_0038,tier_2,1,USA,1,A12,Area_12,T150,Territory_150,10597
5382154176,YR1II8998X45,HCO_0004,unidentified,0,USA,1,A12,Area_12,T160,Territory_160,10638
4695170101,86LXF45BK883,HCO_0004,tier_3,1,USA,1,A04,Area_4,T043,Territory_43,10170
1578317526,05QE639BH29W,HCO_0026,tier_2,1,USA,0,A09,Area_9,T117,Territory_117,10464
3247488899,Z0GH696I59Q0,HCO_0067,tier_3,1,USA,1,A05,Area_5,T059,Territory_59,10235
1274363112,7MAP2450B4W6,HCO_0045,tier_2,1,USA,1,A08,Area_8,T099,Territory_99,10393
8478544486,M655RG91N1B5,HCO_0013,unidentified,0,USA,0,A02,Area_2,T028,Territory_28,10108
4021348474,96D3D2Z1H5M9,HCO_0052,tier_1,1,USA,0,A04,Area_4,T052,Territory_52,10207
8747114637,C8O786ID264Q,HCO_0078,tier_3,1,USA,0,A03,Area_3,T039,Territory_39,10152
5907673605,LX703T275VH7,HCO_0007,unidentified,0,USA,0,A04,Area_4,T046,Territory_46,10183
5856138222,906DVAC8M276,HCO_0049,tier_3,1,USA,0,A12,Area_12,T158,Territory_158,10628
9782385455,8M0Q4Y58RW62,HCO_0067,tier_2,1,USA,1,A11,Area_11,T137,Territory_137,10544
5183630539,2QHK56VY5945,HCO_0042,unidentified,0,USA,1,A02,Area_2,T024,Territory_24,10095
9999574636,7PNA95Q14N68,HCO_0085,tier_2,1,USA,1,A13,Area_13,T169,Territory_169,10673
8262038805,88Y3LY87L1I0,HCO_0010,tier_2,1,USA,1,A12,Area_12,T155,Territory_155,10616
3954108348,F5BZO141716P,HCO_0023,tier_2,1,USA,1,A15,Area_15,T199,Territory_199,10795
1121284120,VO81I2WZ2888,HCO_0024,tier_2,1,USA,0,A10,Area_10,T134,Territory_134,10535
9804320705,342DL46JAL65,HCO_0088,tier_3,1,USA,0,A07,Area_7,T095,Territory_95,10376
8742764903,55SUNR435F33,HCO_0087,unidentified,0,USA,1,A14,Area_14,T179,Territory_179,10715
5826078443,05GR67I21A2H,HCO_0033,tier_2,1,USA,1,A05,Area_5,T059,Territory_59,10235
1679489953,H3328R7V2FD2,HCO_0077,tier_3,1,USA,1,A15,Area_15,T197,Territory_197,10787
2358174215,45T0J3LD63P0,HCO_0059,tier_2,1,USA,1,A07,Area_7,T090,Territory_90,10356
3630097529,GF458CL93U03,HCO_0047,tier_1,1,USA,1,A08,Area_8,T109,Territory_109,10433
3641389443,610375MDJOK1,HCO_0070,tier_3,1,USA,0,A05,Area_5,T066,Territory_66,10263
3712338882,UW7LZA438844,HCO_0066,tier_1,1,USA,0,A15,Area_15,T197,Territory_197,10785
8681824552,6F82XT5B42M1,HCO_0070,tier_2,1,USA,0,A02,Area_2,T022,Territory_22,10086
8724697865,491686DQVEW7,HCO_0001,tier_2,1,USA,1,A12,Area_12,T154,Territory_154,10615
5512146811,42B4OG3CK799,HCO_0065,tier_1,1,USA,1,A05,Area_5,T066,Territory_66,10261
9018713392,7G0E27L7AY98,HCO_0061,tier_3,1,USA,1,A01,Area_1,T002,Territory_2,10004
6151559490,P5C07X075QC1,HCO_0010,unidentified,0,USA,1,A11,Area_11,T148,Territory_148,10588
8765035975,T9B03770IXQ9,HCO_0061,unidentified,0,USA,1,A10,Area_10,T134,Territory_134,10532
2960819962,7O11X51T4K4L,HCO_0011,unidentified,0,USA,1,A08,Area_8,T097,Territory_97,10385
4243741080,L3K605Y4A29A,HCO_0068,tier_3,1,USA,0,A14,Area_14,T177,Territory_177,10706
1099952862,J91E994KS08G,HCO_0049,tier_3,1,USA,0,A08,Area_8,T105,Territory_105,10418
4908916647,D2O1RIS48639,HCO_0036,tier_3,1,USA,0,A02,Area_2,T028,Territory_28,10109
1835816784,QB385K181SL6,HCO_0005,unidentified,0,USA,1,A09,Area_9,T110,Territory_110,10438
1460458028,6091D4E25QKH,HCO_0004,tier_1,1,USA,1,A05,Area_5,T067,Territory_67,10267
1442083485,1VA0578BQL29,HCO_0010,unidentified,0,USA,1,A11,Area_11,T145,Territory_145,10578
1832067206,IKTE70239R17,HCO_0081,tier_2,1,USA,0,A12,Area_12,T157,Territory_157,10626
9019808413,CKZA660M5526,HCO_0064,unidentified,0,USA,0,A14,Area_14,T175,Territory_175,10699
4664274093,1XK37G7Z4V37,HCO_0030,tier_1,1,USA,1,A15,Area_15,T194,Territory_194,10773
6385535214,2Y2L1VN985I3,HCO_0012,tier_2,1,USA,1,A08,Area_8,T106,Territory_106,10423
5969505406,MGH0O3903A44,HCO_0010,unidentified,0,USA,1,A04,Area_4,T046,Territory_46,10182
2806405265,DM5557M5N8U2,HCO_0060,tier_3,1,USA,0,A11,Area_11,T144,Territory_144,10575
6577692156,S8V0D4770X9C,HCO_0068,tier_2,1,USA,0,A05,Area_5,T065,Territory_65,10258
7815042404,R9942JROI787,HCO_0009,tier_3,1,USA,0,A11,Area_11,T148,Territory_148,10590
4141707252,Y7R4TSV62997,HCO_0089,unidentified,0,USA,1,A15,Area_15,T199,Territory_199,10795
5819448409,037TAI62E78L,HCO_0040,tier_2,1,USA,0,A15,Area_15,T189,Territory_189,10753
9408595107,6F92N5CZ79J1,HCO_0046,unidentified,0,USA,1,A13,Area_13,T169,Territory_169,10672
3212891090,X0258KW4H5J4,HCO_0041,tier_3,1,USA,1,A15,Area_15,T192,Territory_192,10765
7103876355,O7I23G9E7P99,HCO_0012,tier_3,1,USA,1,A09,Area_9,T115,Territory_115,10457
6710550887,22T6LP28C43C,HCO_0078,tier_3,1,USA,0,A02,Area_2,T026,Territory_26,10101
6375429626,398TP6R99K6U,HCO_0053,tier_1,1,USA,0,A10,Area_10,T131,Territory_131,10523
5545660276,55Q6T8S7M8N3,HCO_0093,tier_1,1,USA,0,A07,Area_7,T087,Territory_87,10344
1723819717,5V54E8X8G53Q,HCO_0064,tier_3,1,USA,0,A03,Area_3,T042,Territory_42,10167
2271732656,044TN99EP6Q3,HCO_0012,tier_1,1,USA,1,A13,Area_13,T163,Territory_163,10648
2135281867,529A1LY85SJ0,HCO_0006,tier_2,1,USA,0,A02,Area_2,T024,Territory_24,10093
1809698008,O7452T3D8W3R,HCO_0012,tier_3,1,USA,1,A09,Area_9,T121,Territory_121,10483
6640755745,2I25L17Z5GN8,HCO_0041,tier_1,1,USA,1,A02,Area_2,T023,Territory_23,10088
7453598307,FCZ738723V5O,HCO_0020,tier_2,1,USA,0,A05,Area_5,T068,Territory_68,10269
1929149380,P574C57OKB11,HCO_0021,tier_2,1,USA,0,A07,Area_7,T095,Territory_95,10376
5678917806,530OPH22K0E0,HCO_0017,unidentified,0,USA,1,A12,Area_12,T156,Territory_156,10620
8820488736,683Q5ZZ44T9B,HCO_0009,unidentified,0,USA,0,A14,Area_14,T186,Territory_186,10743
7666055920,08Z9HNA6G744,HCO_0042,unidentified,0,USA,1,A08,Area_8,T103,Territory_103,10410
9557998426,XC5L4956T6Z1,HCO_0020,tier_3,1,USA,0,A14,Area_14,T183,Territory_183,10728
1620172781,WI8VB520188K,HCO_0006,unidentified,0,USA,0,A15,Area_15,T199,Territory_199,10793
1716557072,585CB1OL9I77,HCO_0022,tier_2,1,USA,1,A13,Area_13,T164,Territory_164,10655
3684245120,8TZV8A94U772,HCO_0038,tier_1,1,USA,1,A09,Area_9,T113,Territory_113,10448
5610940153,1S6GYA7K6830,HCO_0098,unidentified,0,USA,0,A04,Area_4,T052,Territory_52,10206
9119621937,753QJ75K0CA5,HCO_0062,tier_1,1,USA,0,A04,Area_4,T050,Territory_50,10196
6738496569,8L5840E2JX9S,HCO_0025,tier_1,1,USA,1,A12,Area_12,T154,Territory_154,10613
2830872691,72U09N241BST,HCO_0011,tier_3,1,USA,1,A12,Area_12,T158,Territory_158,10629
8636089633,7Q634QA4L7S4,HCO_0029,tier_1,1,USA,1,A13,Area_13,T173,Territory_173,10688
9499847842,7I60NB47E34U,HCO_0009,tier_2,1,USA,0,A07,Area_7,T093,Territory_93,10369
6146571495,360OJ516O1PW,HCO_0046,tier_3,1,USA,1,A13,Area_13,T168,Territory_168,10668
6989347348,1GI3298LR65B,HCO_0052,unidentified,0,USA,0,A03,Area_3,T041,Territory_41,10160
4362383810,3JRR6L891N42,HCO_0011,tier_1,1,USA,1,A06,Area_6,T071,Territory_71,10283
8930145373,G0S0IP32R793,HCO_0030,tier_3,1,USA,1,A07,Area_7,T091,Territory_91,10363
3934876309,N3J3TM6426L0,HCO_0055,tier_3,1,USA,0,A08,Area_8,T104,Territory_104,10413
2802167380,W12Y78N357NG,HCO_0044,tier_2,1,USA,1,A10,Area_10,T133,Territory_133,10528
1157946183,U8B98GAS0063,HCO_0063,unidentified,0,USA,1,A15,Area_15,T189,Territory_189,10752
